Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,LSTM_Mean,LSTM_CI_Lower,LSTM_CI_Upper,LSTM_PI_Lower,LSTM_PI_Upper,Dataset,Horizon,Horizon_Months
2019-10-01,6322.0,6055.889201542898,6055.889201542897,6055.889201542899,4102.077178208412,8009.701224877384,5557.0127,3528.3118,7585.714,3338.9429,7775.0825,Train,2020-2021,24
2019-11-01,6405.0,6140.470592509685,6140.470592509684,6140.470592509686,4186.658569175199,8094.282615844171,5244.7773,4310.632,6178.923,3026.7075,7462.847,Train,2020-2021,24
2019-12-01,6523.0,6776.260344783286,6776.260344783285,6776.260344783287,4822.448321448799,8730.072368117773,5053.66,3990.8848,6116.4355,2835.5903,7271.73,Train,2020-2021,24
2020-01-01,6732.0,6547.088561760247,6547.088561760247,6547.088561760247,4593.27653842576,8500.900585094734,5242.4717,4340.8755,6144.068,3024.4019,7460.5415,Test,2020-2021,24
2020-02-01,6587.0,6104.018978825162,6104.018978825161,6104.018978825163,4150.206955490676,8057.831002159648,5505.948,3597.9224,7413.974,3287.8784,7724.018,Test,2020-2021,24
2020-03-01,7438.0,6763.997570833244,6763.997570833243,6763.997570833245,4810.185547498757,8717.809594167731,5477.144,3961.6921,6992.5957,3259.0742,7695.214,Test,2020-2021,24
2020-04-01,8138.0,6428.03375876442,6428.033758764419,6428.033758764421,4474.221735429934,8381.845782098906,4935.4365,3749.552,6121.3213,2717.3667,7153.5063,Test,2020-2021,24
2020-05-01,9609.0,6659.208208597882,6659.208208597881,6659.208208597883,4705.396185263395,8613.020231932369,5228.063,4130.2915,6325.8345,3009.9932,7446.133,Test,2020-2021,24
2020-06-01,8378.0,6623.868984683088,6623.868984683087,6623.8689846830885,4670.0569613486,8577.681008017575,5098.7744,3327.6797,6869.869,2880.7046,7316.844,Test,2020-2021,24
2020-07-01,8692.0,6861.477601975666,6861.477601975666,6861.477601975666,4907.665578641179,8815.289625310153,6725.66,3892.6096,9558.711,4507.5903,8943.73,Test,2020-2021,24
2020-08-01,8436.0,6851.552374798108,6851.552374798106,6851.55237479811,4897.740351463621,8805.364398132595,4842.826,2775.3474,6910.3047,2624.7563,7060.896,Test,2020-2021,24
2020-09-01,7657.0,6565.116080438083,6565.1160804380825,6565.116080438084,4611.304057103596,8518.92810377257,5658.4204,4534.4907,6782.35,3440.3506,7876.49,Test,2020-2021,24
2020-10-01,7537.0,6686.362660226832,6686.3626602268305,6686.362660226834,4732.550636892345,8640.17468356132,6570.25,2534.5725,10605.928,4352.18,8788.32,Test,2020-2021,24
2020-11-01,7498.0,6655.874066652685,6655.874066652683,6655.874066652686,4702.0620433181975,8609.686089987172,5595.8647,3780.4512,7411.2783,3377.795,7813.9346,Test,2020-2021,24
2020-12-01,7861.0,6883.1630187121755,6883.1630187121755,6883.1630187121755,4929.350995377688,8836.975042046663,5960.311,4153.316,7767.306,3742.2412,8178.381,Test,2020-2021,24
2021-01-01,9066.0,6860.308113429002,6860.308113429002,6860.308113429002,4906.496090094515,8814.12013676349,6794.759,4334.6772,9254.84,4576.689,9012.828,Test,2020-2021,24
2021-02-01,7946.0,6434.251631884211,6434.251631884211,6434.251631884211,4480.439608549725,8388.063655218697,6154.2466,4332.501,7975.992,3936.1768,8372.316,Test,2020-2021,24
2021-03-01,9528.0,7096.146461829661,7096.14646182966,7096.146461829662,5142.334438495174,9049.958485164148,5835.423,3699.8633,7970.9824,3617.353,8053.4927,Test,2020-2021,24
2021-04-01,9644.0,6762.816170645192,6762.816170645192,6762.816170645192,4809.004147310705,8716.628193979679,6816.018,4033.834,9598.202,4597.948,9034.088,Test,2020-2021,24
2021-05-01,9504.0,6998.558547253704,6998.558547253703,6998.558547253705,5044.746523919217,8952.370570588191,6216.997,4053.6792,8380.314,3998.9272,8435.066,Test,2020-2021,24
2021-06-01,9207.0,6977.865805226285,6977.865805226285,6977.865805226285,5024.053781891798,8931.677828560772,7879.458,4176.7236,11582.192,5661.388,10097.527,Test,2020-2021,24
2021-07-01,9545.0,7222.149910571838,7222.149910571837,7222.1499105718385,5268.3378872373505,9175.961933906325,6023.249,3648.493,8398.005,3805.1792,8241.318,Test,2020-2021,24
2021-08-01,9546.0,7210.503670559445,7210.503670559444,7210.503670559446,5256.691647224958,9164.315693893932,7283.529,5083.122,9483.936,5065.459,9501.599,Test,2020-2021,24
2021-09-01,9125.0,6904.571122950629,6904.571122950627,6904.5711229506305,4950.759099616142,8858.383146285116,7284.9365,4547.299,10022.574,5066.8667,9503.006,Test,2020-2021,24
2021-10-01,8929.0,7049.795826785057,7049.795826785056,7049.795826785058,5095.98380345057,9003.607850119544,6807.568,3654.8362,9960.3,4589.498,9025.638,Test,2020-2021,24
2021-11-01,8474.0,7001.899495218184,7001.899495218183,7001.899495218185,5048.087471883697,8955.71151855267,6618.553,3800.8127,9436.294,4400.4834,8836.623,Test,2020-2021,24
2021-12-01,8812.0,7227.9240740218465,7227.924074021846,7227.924074021847,5274.112050687359,9181.736097356334,6452.9873,4022.0303,8883.944,4234.9175,8671.057,Test,2020-2021,24
