Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,LSTM_Mean,LSTM_CI_Lower,LSTM_CI_Upper,LSTM_PI_Lower,LSTM_PI_Upper,Dataset,Horizon,Horizon_Months
2017-01-01,6505.0,7064.979816460045,7064.979816460044,7064.979816460046,5076.293162596555,9053.666470323536,5183.293,3814.5554,6552.0303,2978.1167,7388.469,Train,2020-2022,36
2017-02-01,5813.0,6617.3485603628815,6617.348560362881,6617.348560362882,4628.661906499391,8606.035214226373,4968.699,3769.9658,6167.4326,2763.523,7173.8755,Train,2020-2022,36
2017-03-01,6379.0,6327.2422971491615,6327.2422971491615,6327.2422971491615,4338.555643285671,8315.928951012651,4896.9956,3625.99,6168.001,2691.8193,7102.172,Train,2020-2022,36
2017-04-01,6091.0,6079.626160975285,6079.626160975284,6079.6261609752855,4090.9395071117942,8068.312814838775,5501.031,4736.409,6265.6523,3295.8545,7706.207,Train,2020-2022,36
2017-05-01,6219.0,6094.638202705189,6094.638202705189,6094.638202705189,4105.951548841698,8083.324856568679,5196.1133,4197.0747,6195.152,2990.937,7401.2896,Train,2020-2022,36
2017-06-01,6052.0,6090.939190626028,6090.939190626028,6090.939190626028,4102.252536762538,8079.625844489518,5827.1514,4679.255,6975.048,3621.975,8032.3276,Train,2020-2022,36
2017-07-01,6105.0,6422.361091399268,6422.361091399268,6422.361091399268,4433.6744375357775,8411.047745262758,5390.856,4127.7656,6653.9463,3185.6797,7596.032,Train,2020-2022,36
2017-08-01,6030.0,5999.032302168206,5999.032302168206,5999.032302168206,4010.3456483047157,7987.7189560316965,5766.686,4356.8184,7176.5537,3561.5098,7971.8623,Train,2020-2022,36
2017-09-01,5969.0,5912.376100839152,5912.376100839152,5912.376100839152,3923.6894469756617,7901.062754702642,5475.9995,4301.219,6650.78,3270.8232,7681.176,Train,2020-2022,36
2017-10-01,5707.0,6139.177723255214,6139.177723255213,6139.177723255215,4150.491069391724,8127.864377118704,6060.673,4779.1206,7342.225,3855.4966,8265.85,Train,2020-2022,36
2017-11-01,5681.0,5630.112178760209,5630.112178760208,5630.11217876021,3641.4255248967183,7618.798832623699,5226.2334,3907.143,6545.3237,3021.0571,7431.4097,Train,2020-2022,36
2017-12-01,6052.0,5948.060635920198,5948.0606359201975,5948.060635920199,3959.373982056708,7936.747289783689,5672.947,4833.382,6512.5117,3467.7705,7878.123,Train,2020-2022,36
