Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq_Mean,Seq2Seq_CI_Lower,Seq2Seq_CI_Upper,Seq2Seq_PI_Lower,Seq2Seq_PI_Upper,Dataset,Horizon,Horizon_Months
2015-04-01,4462.0,4813.467757491103,4813.467757491102,4813.467757491104,2863.789990025295,6763.145524956911,4750.8667,4743.9434,4757.79,2328.0984,7173.635,Train,2020-2022,36
2015-05-01,4642.0,4470.468282966975,4470.468282966974,4470.4682829669755,2520.7905155011667,6420.146050432782,4714.889,4710.404,4719.3745,2292.1208,7137.657,Train,2020-2022,36
2015-06-01,4369.0,4637.738738814686,4637.738738814685,4637.738738814687,2688.0609713488784,6587.416506280494,4781.1787,4777.347,4785.0103,2358.4104,7203.9473,Train,2020-2022,36
2015-07-01,4672.0,4375.26905648758,4375.269056487579,4375.269056487581,2425.5912890217724,6324.946823953388,4659.358,4655.494,4663.2217,2236.5896,7082.126,Train,2020-2022,36
2015-08-01,4661.0,4665.007261546665,4665.007261546664,4665.007261546666,2715.3294940808573,6614.685029012473,4720.426,4715.7573,4725.094,2297.6575,7143.1943,Train,2020-2022,36
2015-09-01,4655.0,4661.406672415176,4661.406672415175,4661.406672415177,2711.7289049493684,6611.084439880984,4746.426,4739.9985,4752.853,2323.6575,7169.1943,Train,2020-2022,36
2015-10-01,4716.0,4655.126480127627,4655.126480127627,4655.126480127627,2705.4487126618187,6604.804247593434,4811.3286,4807.042,4815.615,2388.5603,7234.0967,Train,2020-2022,36
2015-11-01,4377.0,4714.617871971588,4714.617871971587,4714.617871971589,2764.9401045057803,6664.295639437396,4827.8193,4822.8867,4832.752,2405.051,7250.588,Train,2020-2022,36
2015-12-01,4484.0,4384.696348981123,4384.696348981122,4384.696348981124,2435.0185815153154,6334.374116446931,4729.3633,4724.7163,4734.0103,2306.595,7152.132,Train,2020-2022,36
2016-01-01,4911.0,6899.824116236392,6899.824116236392,6899.824116236392,4950.146348770584,8849.5018837022,4676.025,4672.073,4679.9766,2253.2566,7098.793,Train,2020-2022,36
2016-02-01,5218.0,4762.209428552928,4762.209428552927,4762.209428552929,2812.5316610871205,6711.887196018736,4775.9365,4765.682,4786.191,2353.1682,7198.705,Train,2020-2022,36
2016-03-01,5759.0,5586.840700357107,5586.8407003571065,5586.840700357108,3637.1629328912995,7536.518467822915,5039.029,5025.2163,5052.8413,2616.2605,7461.797,Train,2020-2022,36
2016-04-01,5456.0,5469.543000991934,5469.543000991933,5469.543000991935,3519.865233526126,7419.2207684577415,5426.54,5409.348,5443.732,3003.7717,7849.3086,Train,2020-2022,36
2016-05-01,5359.0,5595.632798144456,5595.632798144456,5595.632798144456,3645.9550306786477,7545.310565610263,5564.629,5556.2983,5572.9595,3141.8606,7987.3975,Train,2020-2022,36
2016-06-01,5305.0,5156.869959575762,5156.869959575761,5156.869959575763,3207.192192109954,7106.5477270415695,5563.2725,5558.967,5567.578,3140.5042,7986.041,Train,2020-2022,36
2016-07-01,5769.0,5535.2236753988345,5535.223675398834,5535.223675398835,3585.5459079330267,7484.901442864642,5440.718,5435.6304,5445.805,3017.9495,7863.4863,Train,2020-2022,36
2016-08-01,5565.0,5751.5338033430135,5751.533803343013,5751.533803343014,3801.8560358772056,7701.211570808821,5565.0854,5552.9766,5577.1943,3142.3171,7987.8535,Train,2020-2022,36
2016-09-01,5367.0,5569.408740394357,5569.408740394357,5569.408740394357,3619.730972928549,7519.086507860165,5627.6187,5618.8,5636.4375,3204.8503,8050.3867,Train,2020-2022,36
2016-10-01,5633.0,5422.150054380678,5422.150054380677,5422.150054380679,3472.47228691487,7371.827821846486,5603.3145,5598.975,5607.654,3180.5461,8026.083,Train,2020-2022,36
2016-11-01,5664.0,5357.016189351527,5357.016189351526,5357.016189351528,3407.338421885719,7306.693956817335,5585.8853,5577.9946,5593.776,3163.117,8008.6533,Train,2020-2022,36
2016-12-01,6082.0,5720.584077650826,5720.584077650826,5720.584077650826,3770.906310185018,7670.261845116634,5634.3906,5624.628,5644.1533,3211.6223,8057.159,Train,2020-2022,36
2017-01-01,6505.0,7064.979816460045,7064.979816460044,7064.979816460046,5115.302048994237,9014.657583925853,5858.9263,5846.4844,5871.368,3436.158,8281.694,Train,2020-2022,36
2017-02-01,5813.0,6617.3485603628815,6617.348560362881,6617.348560362882,4667.670792897074,8567.02632782869,6156.348,6139.8877,6172.8086,3733.5798,8579.116,Train,2020-2022,36
2017-03-01,6379.0,6327.2422971491615,6327.2422971491615,6327.2422971491615,4377.564529683354,8276.92006461497,6143.9756,6138.876,6149.075,3721.2073,8566.744,Train,2020-2022,36
2017-04-01,6091.0,6079.626160975285,6079.626160975284,6079.6261609752855,4129.948393509477,8029.3039284410925,6228.7725,6222.0796,6235.4653,3806.0042,8651.541,Train,2020-2022,36
2017-05-01,6219.0,6094.638202705189,6094.638202705189,6094.638202705189,4144.960435239381,8044.3159701709965,6138.503,6130.085,6146.921,3715.7346,8561.271,Train,2020-2022,36
2017-06-01,6052.0,6090.939190626028,6090.939190626028,6090.939190626028,4141.26142316022,8040.616958091836,6230.1904,6224.593,6235.788,3807.422,8652.959,Train,2020-2022,36
2017-07-01,6105.0,6422.361091399268,6422.361091399268,6422.361091399268,4472.68332393346,8372.038858865077,6140.1626,6134.3086,6146.0166,3717.3943,8562.931,Train,2020-2022,36
2017-08-01,6030.0,5999.032302168206,5999.032302168206,5999.032302168206,4049.3545347023983,7948.710069634014,6136.379,6130.646,6142.112,3713.6106,8559.147,Train,2020-2022,36
2017-09-01,5969.0,5912.376100839152,5912.376100839152,5912.376100839152,3962.698333373344,7862.05386830496,6085.3745,6079.202,6091.547,3662.6062,8508.143,Train,2020-2022,36
2017-10-01,5707.0,6139.177723255214,6139.177723255213,6139.177723255215,4189.499955789406,8088.855490721022,6051.675,6046.2354,6057.1143,3628.9065,8474.443,Train,2020-2022,36
2017-11-01,5681.0,5630.112178760209,5630.112178760208,5630.11217876021,3680.434411294401,7579.789946226017,5918.4707,5913.8726,5923.069,3495.7024,8341.239,Train,2020-2022,36
2017-12-01,6052.0,5948.060635920198,5948.0606359201975,5948.060635920199,3998.3828684543905,7897.738403386006,5809.653,5804.942,5814.364,3386.8845,8232.421,Train,2020-2022,36
2018-01-01,5904.0,6813.856842262458,6813.856842262457,6813.8568422624585,4864.17907479665,8763.534609728265,5871.5566,5860.4253,5882.688,3448.7883,8294.325,Train,2020-2022,36
2018-02-01,5426.0,5575.215556047499,5575.2155560474985,5575.2155560475,3625.5377885816915,7524.893323513307,5931.767,5923.3057,5940.2285,3508.9988,8354.535,Train,2020-2022,36
2018-03-01,6005.0,5979.405474600747,5979.405474600747,5979.405474600747,4029.727707134939,7929.083242066555,5801.4336,5795.4116,5807.4556,3378.6653,8224.202,Train,2020-2022,36
2018-04-01,5766.0,5698.739568918026,5698.739568918026,5698.739568918026,3749.061801452218,7648.417336383834,5820.0405,5810.9023,5829.1787,3397.2722,8242.809,Train,2020-2022,36
