model_name,seed,rmse,mae,mape,compute_time,success,seed_idx,trial
LSTM_Config2,1091,436.34592,342.45935,5.7295966893434525,9.570340394973755,True,1,49
LSTM_Config2,2042,353.58118,271.70593,4.641885682940483,8.688725471496582,True,2,0
LSTM_Config2,2043,337.9597,290.6619,4.79414276778698,8.163646221160889,True,2,1
LSTM_Config2,2044,333.53778,256.47632,4.394637420773506,9.016520738601685,True,2,2
LSTM_Config2,2045,294.28757,240.51338,4.047953709959984,8.522099256515503,True,2,3
LSTM_Config2,2046,318.66272,265.61838,4.415557906031609,8.409444570541382,True,2,4
LSTM_Config2,2047,360.8428,287.80588,4.890209808945656,9.324180364608765,True,2,5
LSTM_Config2,2048,301.50433,218.5529,3.76863069832325,8.812267780303955,True,2,6
LSTM_Config2,2049,425.4977,349.66074,5.79945407807827,8.790648698806763,True,2,7
LSTM_Config2,2050,287.79672,217.4764,3.6781687289476395,9.257946968078613,True,2,8
LSTM_Config2,2051,378.32434,289.4528,4.9250055104494095,8.87984299659729,True,2,9
LSTM_Config2,2052,347.00964,260.25027,4.44355309009552,8.77189302444458,True,2,10
LSTM_Config2,2053,308.07495,259.80896,4.318196699023247,9.247540712356567,True,2,11
LSTM_Config2,2054,253.98904,184.8352,3.1535308808088303,9.145341634750366,True,2,12
LSTM_Config2,2055,429.3203,379.8075,6.252192705869675,8.490472316741943,True,2,13
LSTM_Config2,2056,1060.9259,1021.50604,16.903144121170044,9.408102989196777,True,2,14
LSTM_Config2,2057,313.89478,228.00041,3.8795482367277145,8.69481897354126,True,2,15
LSTM_Config2,2058,812.8605,721.29767,12.014622241258621,8.674750804901123,True,2,16
LSTM_Config2,2059,881.87213,705.41974,11.450117826461792,9.066494464874268,True,2,17
LSTM_Config2,2060,325.55978,235.2323,4.0121570229530334,8.642365217208862,True,2,18
LSTM_Config2,2061,1072.9816,1027.2013,16.84592366218567,8.552698135375977,True,2,19
LSTM_Config2,2062,316.2756,264.11185,4.437720775604248,9.307503938674927,True,2,20
LSTM_Config2,2063,1001.1638,782.26447,12.743818759918213,8.684693574905396,True,2,21
LSTM_Config2,2064,807.4701,711.26447,11.407220363616943,8.60380482673645,True,2,22
LSTM_Config2,2065,295.20056,235.66545,3.9570938795804977,9.331462144851685,True,2,23
LSTM_Config2,2066,2244.1147,1689.6505,27.861055731773376,8.69754672050476,True,2,24
LSTM_Config2,2067,298.89008,237.14905,3.9865318685770035,8.320400714874268,True,2,25
LSTM_Config2,2068,274.98965,201.83867,3.4405075013637543,9.134199857711792,True,2,26
LSTM_Config2,2069,270.32233,215.99382,3.6497440189123154,8.590779781341553,True,2,27
LSTM_Config2,2070,1315.7549,1052.7477,17.149263620376587,8.413295269012451,True,2,28
LSTM_Config2,2071,287.84253,218.71077,3.70028093457222,9.271264791488647,True,2,29
LSTM_Config2,2072,292.6137,240.33093,4.033919051289558,8.750257968902588,True,2,30
LSTM_Config2,2073,296.47244,250.27266,4.15935181081295,8.520137548446655,True,2,31
LSTM_Config2,2074,309.11478,237.86894,4.023281112313271,9.36353063583374,True,2,32
LSTM_Config2,2075,304.99042,256.71777,4.269665479660034,8.536200523376465,True,2,33
LSTM_Config2,2076,296.89914,227.55852,3.888273239135742,8.394621133804321,True,2,34
LSTM_Config2,2077,316.18063,263.30637,4.389161989092827,9.334283113479614,True,2,35
LSTM_Config2,2078,295.5379,231.93803,3.9002861827611923,8.962173700332642,True,2,36
LSTM_Config2,2079,327.70328,247.00745,4.238337650895119,8.659878015518188,True,2,37
LSTM_Config2,2080,1615.3588,1256.9675,20.738674700260162,9.39682650566101,True,2,38
LSTM_Config2,2081,785.65326,635.46173,10.569089651107788,8.980076313018799,True,2,39
LSTM_Config2,2082,317.74423,250.65288,4.204194247722626,8.489998817443848,True,2,40
LSTM_Config2,2083,283.2279,232.79597,3.884367272257805,9.271315336227417,True,2,41
LSTM_Config2,2084,278.80542,245.20418,4.039295390248299,8.870348453521729,True,2,42
LSTM_Config2,2085,311.52643,229.40755,3.9005398750305176,8.471707105636597,True,2,43
LSTM_Config2,2086,302.52417,255.22563,4.246402904391289,9.598824739456177,True,2,44
LSTM_Config2,2087,277.29486,207.31526,3.541957214474678,9.091328859329224,True,2,45
LSTM_Config2,2088,360.52237,322.89014,5.275717005133629,8.701946258544922,True,2,46
LSTM_Config2,2089,370.22208,302.47055,4.856380447745323,9.695050954818726,True,2,47
LSTM_Config2,2090,325.09283,235.94185,4.026927053928375,8.787191152572632,True,2,48
LSTM_Config2,2091,453.41193,401.31625,6.5072618424892426,8.449582576751709,True,2,49
LSTM_Config2,3042,292.21548,220.67798,3.732554242014885,9.565680027008057,True,3,0
LSTM_Config2,3043,382.9436,340.1764,5.553188920021057,8.908123970031738,True,3,1
LSTM_Config2,3044,300.96475,249.50232,4.159973189234734,8.867848634719849,True,3,2
LSTM_Config2,3045,312.23596,222.07954,3.782264143228531,9.681190490722656,True,3,3
LSTM_Config2,3046,298.93692,244.70161,4.091110453009605,8.763693809509277,True,3,4
LSTM_Config2,3047,1333.1484,1201.422,19.302158057689667,9.249326705932617,True,3,5
LSTM_Config2,3048,296.82013,247.85149,4.129109159111977,9.45146107673645,True,3,6
LSTM_Config2,3049,411.13477,347.6821,5.742334946990013,8.654900074005127,True,3,7
LSTM_Config2,3050,310.52817,227.80305,3.893882781267166,8.852574825286865,True,3,8
LSTM_Config2,3051,306.09073,233.80908,3.946135565638542,9.326739311218262,True,3,9
LSTM_Config2,3052,526.9691,470.71082,7.79898464679718,8.710163831710815,True,3,10
LSTM_Config2,3053,288.67267,222.39754,3.7828732281923294,8.770267724990845,True,3,11
LSTM_Config2,3054,305.38287,255.64539,4.215802624821663,9.046252489089966,True,3,12
LSTM_Config2,3055,321.08438,233.69829,3.9985116571187973,8.849944353103638,True,3,13
LSTM_Config2,3056,351.65448,264.80148,4.51512485742569,8.960803747177124,True,3,14
LSTM_Config2,3057,1212.8975,1036.5818,17.422646284103394,9.511505842208862,True,3,15
LSTM_Config2,3058,226.42952,183.08203,3.0695976689457893,9.367286920547485,True,3,16
LSTM_Config2,3059,1101.2456,937.58936,15.425242483615875,9.202639818191528,True,3,17
LSTM_Config2,3060,315.12378,265.13412,4.384972155094147,10.09220838546753,True,3,18
LSTM_Config2,3061,282.90787,203.36206,3.471425548195839,8.873519659042358,True,3,19
LSTM_Config2,3062,304.6441,260.4637,4.29656095802784,8.778992414474487,True,3,20
LSTM_Config2,3063,325.50345,257.17102,4.375001415610313,9.45431900024414,True,3,21
LSTM_Config2,3064,294.4012,232.99812,3.909872844815254,9.208508014678955,True,3,22
LSTM_Config2,3065,326.8481,276.7225,4.573540389537811,8.982871532440186,True,3,23
LSTM_Config2,3066,300.64914,242.99629,4.088540747761726,9.851115942001343,True,3,24
LSTM_Config2,3067,328.35068,280.63577,4.643319174647331,9.072027206420898,True,3,25
LSTM_Config2,3068,312.1109,231.05798,3.9103325456380844,8.976335763931274,True,3,26
LSTM_Config2,3069,683.3842,635.88043,10.594280809164047,9.734990358352661,True,3,27
LSTM_Config2,3070,310.70532,225.59126,3.866538032889366,9.25558066368103,True,3,28
LSTM_Config2,3071,296.88623,229.06502,3.8587402552366257,8.647287845611572,True,3,29
LSTM_Config2,3072,300.0346,251.13008,4.191095754504204,9.364598989486694,True,3,30
LSTM_Config2,3073,327.90436,279.54434,4.610730707645416,8.754668951034546,True,3,31
LSTM_Config2,3074,307.80624,221.5656,3.7812605500221252,8.915112018585205,True,3,32
LSTM_Config2,3075,326.5186,255.92139,4.307875409722328,9.84746265411377,True,3,33
LSTM_Config2,3076,454.5541,391.27188,6.574723869562149,9.012620449066162,True,3,34
LSTM_Config2,3077,552.32794,367.802,6.249098852276802,8.685019969940186,True,3,35
LSTM_Config2,3078,297.5506,241.57307,4.024198651313782,9.671470642089844,True,3,36
LSTM_Config2,3079,299.15344,218.65222,3.712940216064453,9.195056200027466,True,3,37
LSTM_Config2,3080,290.96533,233.34163,3.909541293978691,8.981353521347046,True,3,38
LSTM_Config2,3081,317.1353,267.47836,4.507890343666077,9.84565544128418,True,3,39
LSTM_Config2,3082,302.5796,244.29863,4.094685986638069,8.907341003417969,True,3,40
LSTM_Config2,3083,1677.7596,1324.1697,21.843387186527252,9.541997909545898,True,3,41
LSTM_Config2,3084,266.6877,204.42839,3.5015277564525604,10.0309157371521,True,3,42
LSTM_Config2,3085,310.8639,233.71162,3.9580002427101135,9.003007173538208,True,3,43
LSTM_Config2,3086,1430.2391,1298.6703,20.998074114322662,9.258816957473755,True,3,44
LSTM_Config2,3087,308.42065,252.7926,4.219158366322517,9.654779195785522,True,3,45
LSTM_Config2,3088,289.61996,238.93098,3.992966189980507,8.977771759033203,True,3,46
LSTM_Config2,3089,304.87625,247.50269,4.143672063946724,8.938209295272827,True,3,47
LSTM_Config2,3090,269.5073,191.41093,3.2939832657575607,9.54941439628601,True,3,48
LSTM_Config2,3091,705.62177,616.0176,9.880668669939041,9.185528993606567,True,3,49
LSTM_Config2,4042,516.8397,452.06943,7.289213687181473,8.915800094604492,True,4,0
LSTM_Config2,4043,276.67502,225.23222,3.7858691066503525,9.355095386505127,True,4,1
LSTM_Config2,4044,916.53644,734.5069,12.1614009141922,8.635998964309692,True,4,2
LSTM_Config2,4045,449.138,340.69678,5.702490732073784,8.576051473617554,True,4,3
LSTM_Config2,4046,281.05338,234.3232,3.9133593440055847,9.215670824050903,True,4,4
LSTM_Config2,4047,295.95264,222.89339,3.7810519337654114,9.30367374420166,True,4,5
LSTM_Config2,4048,296.49084,219.66365,3.7282731384038925,9.26759648323059,True,4,6
LSTM_Config2,4049,397.54614,293.30078,4.899397492408752,9.63643741607666,True,4,7
LSTM_Config2,4050,306.1284,269.45212,4.41141314804554,9.00641655921936,True,4,8
LSTM_Config2,4051,740.71954,654.12836,10.716547816991806,9.015684843063354,True,4,9
LSTM_Config2,4052,5915.3135,5870.74,96.18958830833435,9.269501209259033,True,4,10
LSTM_Config2,4053,322.92276,261.2135,4.36292327940464,8.577392816543579,True,4,11
LSTM_Config2,4054,461.79813,375.5393,6.310611218214035,8.368870735168457,True,4,12
LSTM_Config2,4055,272.92273,225.24788,3.76732237637043,9.527850151062012,True,4,13
LSTM_Config2,4056,646.4841,531.72614,8.933163434267044,9.028207778930664,True,4,14
LSTM_Config2,4057,299.6984,229.55598,3.870275616645813,8.806164264678955,True,4,15
LSTM_Config2,4058,326.42084,279.86337,4.624895751476288,9.688286304473877,True,4,16
LSTM_Config2,4059,282.53152,209.33195,3.5524073988199234,8.896445512771606,True,4,17
LSTM_Config2,4060,1574.737,932.08936,14.9404838681221,9.180835723876953,True,4,18
LSTM_Config2,4061,940.48846,832.9219,13.352067768573761,9.549010515213013,True,4,19
LSTM_Config2,4062,283.72498,222.1429,3.729569911956787,9.26514720916748,True,4,20
LSTM_Config2,4063,313.85422,269.2297,4.471651092171669,9.197624683380127,True,4,21
LSTM_Config2,4064,263.75375,207.0304,3.499678149819374,9.649264097213745,True,4,22
LSTM_Config2,4065,5837.296,5807.4546,95.22153735160828,9.078413009643555,True,4,23
LSTM_Config2,4066,784.39166,596.5164,9.759988635778427,9.43883728981018,True,4,24
LSTM_Config2,4067,325.92474,226.00484,3.894641622900963,9.755443811416626,True,4,25
LSTM_Config2,4068,399.5063,350.61398,5.743619427084923,8.718499898910522,True,4,26
LSTM_Config2,4069,308.48434,264.863,4.39729280769825,8.885378360748291,True,4,27
LSTM_Config2,4070,269.58975,177.8029,3.068617545068264,9.427422761917114,True,4,28
LSTM_Config2,4071,292.27905,240.80444,4.001345112919807,9.160037517547607,True,4,29
LSTM_Config2,4072,288.45688,228.74883,3.8474485278129578,9.002224683761597,True,4,30
LSTM_Config2,4073,330.82968,288.68118,4.760637879371643,9.323446035385132,True,4,31
LSTM_Config2,4074,294.74765,230.23335,3.8776952773332596,9.401363372802734,True,4,32
LSTM_Config2,4075,315.34888,264.67105,4.392698779702187,8.975505352020264,True,4,33
LSTM_Config2,4076,361.55862,312.45383,5.095954239368439,9.714639663696289,True,4,34
LSTM_Config2,4077,1040.4568,904.69794,14.668911695480347,9.078642129898071,True,4,35
LSTM_Config2,4078,287.17026,253.25305,4.187192022800446,9.258650541305542,True,4,36
LSTM_Config2,4079,286.10376,216.51819,3.6774270236492157,9.725696325302124,True,4,37
LSTM_Config2,4080,329.2452,219.13188,3.74910905957222,9.05583906173706,True,4,38
LSTM_Config2,4081,5992.958,5979.1235,98.21493625640869,8.814033031463623,True,4,39
LSTM_Config2,4082,555.2813,486.3464,8.175603300333023,9.653645753860474,True,4,40
LSTM_Config2,4083,362.38458,291.63834,4.946206882596016,9.061967849731445,True,4,41
LSTM_Config2,4084,344.1257,298.37497,4.872644320130348,8.70893907546997,True,4,42
LSTM_Config2,4085,298.6371,237.05342,3.9857905358076096,9.889953136444092,True,4,43
LSTM_Config2,4086,310.97925,241.6086,4.040907695889473,9.100070714950562,True,4,44
LSTM_Config2,4087,289.10995,215.38594,3.6501895636320114,8.905428647994995,True,4,45
LSTM_Config2,4088,339.96,305.06693,5.067057907581329,9.820001363754272,True,4,46
LSTM_Config2,4089,2628.6116,2101.3772,33.79715979099274,8.987842559814453,True,4,47
LSTM_Config2,4090,483.51566,411.15637,6.62192776799202,8.575913906097412,True,4,48
LSTM_Config2,4091,301.99207,251.52954,4.187069460749626,9.704864263534546,True,4,49
LSTM_Config2,5042,354.94617,315.712,5.1621656864881516,9.00036096572876,True,5,0
LSTM_Config2,5043,286.18793,219.04243,3.700321540236473,9.116228342056274,True,5,1
LSTM_Config2,5044,322.77295,282.17606,4.65882383286953,9.636563777923584,True,5,2
LSTM_Config2,5045,333.56305,280.48157,4.654219374060631,8.948945045471191,True,5,3
LSTM_Config2,5046,283.39252,210.00386,3.5764578729867935,8.890718460083008,True,5,4
LSTM_Config2,5047,302.9524,236.16707,3.9836976677179337,9.491800785064697,True,5,5
LSTM_Config2,5048,292.1599,214.51237,3.6850403994321823,8.830803155899048,True,5,6
LSTM_Config2,5049,381.27084,337.59842,5.5183857679367065,8.78853440284729,True,5,7
LSTM_Config2,5050,268.72913,216.86987,3.6526303738355637,9.556103706359863,True,5,8
LSTM_Config2,5051,482.76825,374.67163,6.33702352643013,8.92783236503601,True,5,9
LSTM_Config2,5052,1571.2709,1205.7148,20.06431818008423,9.195764541625977,True,5,10
LSTM_Config2,5053,312.00952,257.33472,4.3023571372032166,9.812068462371826,True,5,11
LSTM_Config2,5054,454.54343,397.6265,6.428632885217667,9.28666877746582,True,5,12
LSTM_Config2,5055,558.3016,498.986,8.36738720536232,9.078414678573608,True,5,13
LSTM_Config2,5056,1299.9833,972.92694,15.948845446109772,9.613038778305054,True,5,14
LSTM_Config2,5057,643.141,477.89102,7.792941480875015,9.30089282989502,True,5,15
LSTM_Config2,5058,336.48233,252.72551,4.327422380447388,9.331052541732788,True,5,16
LSTM_Config2,5059,246.53998,214.38261,3.56692373752594,9.36118745803833,True,5,17
LSTM_Config2,5060,351.3593,259.46042,4.41492460668087,9.075793981552124,True,5,18
LSTM_Config2,5061,294.5108,235.57251,3.962063416838646,9.002569675445557,True,5,19
LSTM_Config2,5062,270.3707,173.35571,3.0294612050056458,9.877669334411621,True,5,20
LSTM_Config2,5063,1179.7222,1056.5513,16.973967850208282,9.21116304397583,True,5,21
LSTM_Config2,5064,321.6947,271.67422,4.523223638534546,8.879614353179932,True,5,22
LSTM_Config2,5065,331.1557,239.63017,4.087471216917038,9.5726318359375,True,5,23
LSTM_Config2,5066,709.9111,594.41034,9.8749078810215,9.063418626785278,True,5,24
LSTM_Config2,5067,281.36295,226.35283,3.797067701816559,9.158278465270996,True,5,25
LSTM_Config2,5068,324.25974,274.35123,4.555866122245789,9.416823148727417,True,5,26
LSTM_Config2,5069,293.2763,251.83757,4.171848297119141,8.982524394989014,True,5,27
LSTM_Config2,5070,341.71005,250.80583,4.295134544372559,8.776415348052979,True,5,28
LSTM_Config2,5071,340.34314,255.13416,4.350922629237175,9.454139471054077,True,5,29
LSTM_Config2,5072,289.58286,212.68494,3.6184176802635193,9.0995934009552,True,5,30
LSTM_Config2,5073,465.02124,400.92062,6.772368401288986,8.92172908782959,True,5,31
LSTM_Config2,5074,293.86136,233.74646,3.906850144267082,9.503500699996948,True,5,32
LSTM_Config2,5075,946.5773,836.2674,13.402216136455536,9.026790142059326,True,5,33
LSTM_Config2,5076,303.38934,251.72444,4.1903916746377945,8.729077339172363,True,5,34
LSTM_Config2,5077,601.0689,415.63077,6.935031712055206,9.70838737487793,True,5,35
LSTM_Config2,5078,2114.333,1954.4164,31.543028354644775,9.092677593231201,True,5,36
LSTM_Config2,5079,277.5577,221.91882,3.7412870675325394,9.009428262710571,True,5,37
LSTM_Config2,5080,1520.1997,1311.2239,21.13872319459915,9.610809803009033,True,5,38
LSTM_Config2,5081,298.2231,213.09428,3.6572251468896866,8.889273643493652,True,5,39
LSTM_Config2,5082,594.07385,532.5281,8.754834532737732,8.878371953964233,True,5,40
LSTM_Config2,5083,355.4344,280.2329,4.766956344246864,9.621418714523315,True,5,41
LSTM_Config2,5084,292.89883,209.3136,3.5698048770427704,8.821705341339111,True,5,42
LSTM_Config2,5085,301.81067,235.43636,3.986831381917,8.756194829940796,True,5,43
LSTM_Config2,5086,304.60233,258.69962,4.282000660896301,9.73213791847229,True,5,44
LSTM_Config2,5087,319.7279,235.02861,3.9966631680727005,9.234943628311157,True,5,45
LSTM_Config2,5088,296.81766,245.6646,4.096626117825508,8.979066610336304,True,5,46
LSTM_Config2,5089,292.85483,226.67863,3.821977600455284,9.65318751335144,True,5,47
LSTM_Config2,5090,445.98804,406.34192,6.727318465709686,8.963064432144165,True,5,48
LSTM_Config2,5091,335.19138,287.5687,4.74611334502697,8.922157287597656,True,5,49
LSTM_Config2,6042,280.1027,229.05318,3.8403254002332687,9.493116855621338,True,6,0
LSTM_Config2,6043,304.84305,254.52893,4.2391519993543625,8.944429636001587,True,6,1
LSTM_Config2,6044,350.8035,295.7709,4.887478053569794,8.756949186325073,True,6,2
LSTM_Config2,6045,300.9066,242.75114,4.072051867842674,9.794776916503906,True,6,3
LSTM_Config2,6046,292.29544,241.5177,3.9913881570100784,9.083369016647339,True,6,4
LSTM_Config2,6047,358.59573,245.39241,4.228686913847923,8.802772998809814,True,6,5
LSTM_Config2,6048,299.79398,231.10474,3.9001639932394028,9.313246250152588,True,6,6
LSTM_Config2,6049,296.99713,253.95357,4.198409244418144,8.850816011428833,True,6,7
LSTM_Config2,6050,291.91705,244.74731,4.067902639508247,8.80827784538269,True,6,8
LSTM_Config2,6051,298.79172,214.88127,3.657195344567299,9.827887296676636,True,6,9
LSTM_Config2,6052,310.25568,243.83105,4.119561985135078,9.017791509628296,True,6,10
LSTM_Config2,6053,301.8644,222.12842,3.775230050086975,8.70404314994812,True,6,11
LSTM_Config2,6054,289.32108,225.27995,3.7860285490751266,9.453530550003052,True,6,12
LSTM_Config2,6055,348.51917,301.2988,4.963511601090431,8.96579384803772,True,6,13
